Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
30-11-2016,840.1,846,835.1,844,843.05,128234,1079.17
01-12-2016,846,852.1,822.25,833.2,830.65,112882,942.65
02-12-2016,833,833,816.95,830.45,827.95,141290,1165.36
05-12-2016,830,850,818.15,847,839.5,153716,1275.09
06-12-2016,845.95,882,840.6,877.45,873,389444,3382.39
07-12-2016,876.1,886,860.1,862.6,863.55,211293,1846.74
08-12-2016,870,921.7,870,919,915.4,842979,7668.65
09-12-2016,922,933.3,906,928.9,927.4,404743,3728.84
12-12-2016,927,933,900,906,906.05,194862,1789.27
13-12-2016,909,917.25,892,916,912.3,109550,993.74
14-12-2016,913.4,915.9,895,896.5,897.35,121833,1098.03
15-12-2016,893.95,931,888.1,927,926.65,364287,3358.38
16-12-2016,937.8,939,913.1,918,916.55,211415,1952.7
19-12-2016,919.8,932,907.55,913.55,914.6,136467,1255.69
20-12-2016,914.1,931.75,900.55,907.5,906.2,223489,2053.99
21-12-2016,908.1,930.25,908.1,929.9,924.7,328732,3026.42
22-12-2016,929.9,972,928.05,968,963.7,1400137,13284.57
23-12-2016,981,983,962.1,977,971.55,1185014,11553.4
26-12-2016,965,965.05,935,950.1,950.25,398696,3783.63
27-12-2016,960.7,989,952.35,974,975.7,808561,7885.14
28-12-2016,980.75,985,970.15,977,974.4,367041,3592.49
29-12-2016,977.1,997.95,974.55,985.15,986.05,555233,5489.14
30-12-2016,986,1006.95,985.9,1004,1000.6,460675,4606.48
